Urun,Kaynak,Yazar,Yorum,Begeni,Tarih,Temiz_Yorum,Skor,Etiket,Hedef
AirPods Pro,YouTube,@amirxanmammadov7235,Gordugum en iyi inceleme kanali ☺️ basarilar abi,2,2020-01-30T05:03:27Z,gordugum iyi inceleme kanali basari abi,1.0,Olumlu,1
AirPods Pro,Twitter (Simulated),@user_70099,@AppleDestek Bu videolar yüzünden hiçbirşeyden memnun olmaz oldum herşeyde bi kusur,67,2020-01-27T10:13:32Z,appledestek video yüzün hiçbirşey memn olmaz oldum herşeyde kusur,1.0,Olumlu,1
AirPods Pro,YouTube,@arknkhavi3017,Merhaba ben Arkın öncelikle sizden bir tavsiye isteyecektim 15 yaşındayım çalışamıyorum bu yüzden de para kazanamıyorum tek yapabildiğim şey derslerime çalışıp kitap okumak ancak bunlar artık bir süre sonra insanı tatmin etmiyor birtane kaliteli hiç olmazsa kulaklık nasıl alabilirim nasıl para kazanabilirim müzik dinlemeyi çok seviyor ve istiyorum teşekkürler...,0,2020-01-26T01:54:16Z,merhaba arkın öncelikle siz tavsiye isteyecekt yaşındayım çalışamıyorum yüz para kazanamıyorum tek yapabildiğ derslerime çalışıp kitap okumak bun artık süre sonra insanı tatmin etmiyor birtane kaliteli hiç olmazsa kulaklık nasıl alabilir nasıl para kazanabilir müzik dinlemeyi seviyor istiyorum teşekkür,1.0,Olumlu,1
AirPods Pro,YouTube,@egekaan7774,Arkadaşlar selamlar bende gördüğünüz ürünü aldım ama inanın hiç memnun olmadım hem 1600 lira verdim hemde kulakta duruşu dışardan pipet takmışım gibi gözüküyor size şimdiden diyim ben hiç beğenmedim evet androidde kullandım ama apple ürünü androidde olmuyor slikonu hiç güzel değil şimdiden söyleyeyim,1,2020-01-25T19:34:52Z,arkadaş selam bende gördüğünüz ürünü aldım ina hiç memn olmadım hem lira verd hemde kulakta duruşu dışar pipet takmışım gözüküyor size şimdi diy hiç beğenmed evet androidde kullandım apple ürünü androidde olmuyor slikonu hiç güzel değil şimdi söyleyey,0.3333333333333333,Olumlu,1
AirPods Pro,Twitter (Simulated),@user_75763," keyif. sorunun cevabı olarak hayır düşünmem, eski airpodsların biçimini daha çok seviyorum. aktif ses kesmenin dışında ses iletiminde en iyi performansı almak için bir AKG bluetooth kulaklık tercih etmek mantıklı olabilir.",89,2020-01-25T18:24:53Z,keyif sorun cevabı olarak hayır düşünmem eski airpodsların biçimini seviyorum aktif ses kesme dışında ses iletiminde iyi performansı almak akg bluetooth kulaklık tercih etmek mantıklı olabilir,1.0,Olumlu,1
iPhone 15,YouTube,@Gurselkk,iphone 14 pro bundan daha iyi onda 120hz ekran always on sürekli açık ekran var. işlemci aynı ram aynı neden 14 pro yerine düz 15 alayım ki ?,1,2023-10-05T15:02:21Z,iphone pro bun iyi onda ekran always sürekli açık ekran işlemci aynı ram aynı neden pro yerine düz alayım,1.0,Olumlu,1
iPhone 15,YouTube,@olgacxx,Merhaba video için emeğinize sağlık. Şuan İphone 13 pro max kullanmaktayım. Benim için en önemli 3 etken sarj - kamera ve ekran kalitesi. Yeni pro max modelinin çok pahalı olduğunu düşünmekteyim bu sebepten ötürü 15 plus düşünmekteyim ama sizin uzun kullanımdaki kamera deneyimiz nasıl oldu 13 pro ya göre ? Teşekkürler.,6,2023-12-11T18:33:36Z,merhaba video emeğinize sağlık şuan iphone pro max kullanmaktayım ben önemli etken sarj kamera ekran kalitesi yeni pro max modeli pahalı olduğunu düşünmektey sebepten ötürü plus düşünmektey sizin uzun kullanımdaki kamera deneyimiz nasıl oldu pro göre teşekkür,-1.0,Olumsuz,0
AirPods Pro,YouTube,@gurhangezer5828,Alp Bey yine çok güzel bir video hazırlamış. Bize de keyifle izlemek kaldı. Teşekkürler...,1,2020-01-26T18:17:34Z,alp bey güzel video hazırlamış bize keyifle izlemek kaldı teşekkür,1.0,Olumlu,1
AirPods Pro,Twitter (Simulated),@user_48522, SİZ YAPARSANIZ İNCELEMEYİ MÜKEMMEL OLACAK KANIMCA,51,2020-01-26T20:12:53Z,yaparsaniz incelemeyi mükemmel olacak kanimca,1.0,Olumlu,1
Dyson Supurge,Instagram (Simulated),insta_user_8874,😍 15.000 olsa tamam ama 27.000 çok aga... güzel makine ama 27.000 lik değil.. #fiyatperformans,104,2024-01-05T16:23:46Z,olsa tamam aga güzel makine lik değil fiyatperformans,1.0,Olumlu,1
MacBook Air,YouTube,@ibrahimcolak1417,"Sen MacBook a uyarsan ve yapamadıklarını görmezden gelirsen iyi, MacBook sana uysun esneklik sunsun diyorsan havanı alırsın. İPhone kamera kaydı yaparken ekran yansıtması yapsın istiyorum yok yapmam diyor:) MacBook almak yerine iPad ve klavye alın çok daha kullanışlı, Instagram uygulamsı niye yok onu da anlamış değilim.",0,2025-08-08T17:45:39Z,macbook uyarsan yapamadıklarını görmez gelirsen iyi macbook uys esneklik suns diyorsan havanı alırsın iphone kamera kaydı yaparken ekran yansıtması yapsın istiyorum yapmam diyor macbook almak yerine ipad klavye alın kullanışlı instagram uygulamsı niye onu anlamış değil,1.0,Olumlu,1
Samsung S24,Twitter (Simulated),@user_46791,@SamsungTurkiye Tasarım çok iyi,1,2024-09-01T00:13:46Z,samsungturkiye tasarım iyi,1.0,Olumlu,1
AirPods Pro,YouTube,@musti42530,10:20 daha iyi bir altenatifini bulcaklarini sanmiyorum demissin.. 😂😂 Sennheiser momentum true wireless 2 modelini dene öyle konus,0,2020-04-19T17:35:56Z,iyi altenatifini bulcaklarini sanmiyorum demis sennheiser momentum true wireless modelini dene öyle konus,1.0,Olumlu,1
iPhone 15,YouTube,@serhatmirkelam,"Apple 60hz inadina devam etsin , düz seriler o yuzden satilmiyor. Bende 15 pro max var , anneme 15 alayim dedim 60hz yuzunden almadim git 13 pro max al daha iyi",0,2024-02-25T04:51:42Z,apple inadina devam etsin düz seri yuz satilmiyor bende pro max anneme alay ded yuzun almad git pro max iyi,1.0,Olumlu,1
AirPods Pro,Twitter (Simulated),@user_21643,@AppleDestek huawei free buds pro inceleme imkanınız olursa çok mutlu edersiniz :)iyi çalışmalar.,7,2020-10-18T09:37:01Z,appledestek huawei free buds pro inceleme imkanınız olursa mutlu eder iyi çalışma,1.0,Olumlu,1
iPhone 15,YouTube,@ultashi,"merhaba :’ yine size böyle yorumda sorarak hem saat hem de kulaklık almıştım. şimdi de başka bir soru sormak istiyorum. iphone 15 plus mu yoksa iphone 15 pro mu almalıyım? iphone 15 plus özellikle boyutu ve bataryasıyla ilgimi çekiyor, pro ise hem görüntüsünü çok sevdim hem de kamerası gayet başarılı diye gördüm. kime sorsam farklı bir şey söyledi sizin yorumunuz nedir? umarım görürsünüz çok teşekkür ederim şimdiden🥲",0,2024-04-29T21:50:30Z,merhaba size yorumda sorarak hem saat hem kulaklık almıştım şimdi başka soru sormak istiyorum iphone plus yoksa iphone pro almalıyım iphone plus özellikle boyutu bataryasıyla ilgi çekiyor pro ise hem görüntüsünü sevd hem kamerası gayet başarılı gördüm kime sorsam farklı söyledi sizin yorumunuz nedir umarım görürsünüz teşekkür eder şimdi,1.0,Olumlu,1
Dyson Supurge,YouTube,@52MSDY,Evet görüntüdeki ilk başlık en ince tozları çekiyor baya iyi bir başlık. Yıllardır eşim isterdi en son aldık. En çok ben süpürme işi yapıyorum :) keyf veriyor. En önemli unsur DYSON ın başlıkları..,0,2024-11-12T08:36:56Z,evet görüntüdeki ilk başlık ince tozları çekiyor baya iyi başlık yıllardır eşim isterdi son aldık süpürme işi yapıyorum keyf veriyor önemli unsur dyson başlıkları,1.0,Olumlu,1
iPhone 15,YouTube,@avciburak,İphone 15de ısınma sorunu var mı,1,2023-10-06T04:47:40Z,iphone ısınma sorunu,-1.0,Olumsuz,0
Dyson Supurge,Instagram (Simulated),insta_user_5803,"💩 Fitre asla yikanmamalı  zamanla çöp olur,çekim gücünü kaybeder.Araba lastikçilerine gidip hava üf... #fiyatperformans",293,2025-12-02T06:46:30Z,fitre asla yikanmamalı zamanla çöp olurçek gücünü kaybederaraba lastikçilerine gidip hava fiyatperformans,-1.0,Olumsuz,0
Dyson Supurge,Twitter (Simulated),@user_64932," Fitre asla yikanmamalı  zamanla çöp olur,çekim gücünü kaybeder.Araba lastikçilerine gidip hava üflemeyle temizlemek daha mantıklı.",0,2025-12-02T06:46:30Z,fitre asla yikanmamalı zamanla çöp olurçek gücünü kaybederaraba lastikçilerine gidip hava üflemeyle temizlemek mantıklı,-1.0,Olumsuz,0
Samsung S24,YouTube,@erkanseker153,Tasarım çok iyi,0,2024-09-01T00:13:46Z,tasarım iyi,1.0,Olumlu,1
AirPods Pro,Instagram (Simulated),insta_user_1834,💩 Koronadan dolayı dışarıdan gelince bunları ıslak mendil ile silsek sorun olur mu? #teknoloji,160,2020-03-26T23:08:09Z,korona dolayı dışarı gelince bunları ıslak mendil silsek sor olur teknoloji,-1.0,Olumsuz,0
Dyson Supurge,YouTube,@sevgidemirci2701,Ve video çok aydınlatıcı  harika güzel anlatılmış,1,2025-05-12T19:52:07Z,video aydınlatıcı harika güzel anlatılmış,1.0,Olumlu,1
iPhone 15,YouTube,@berkaygulder0712,Videodan bağımsız sizin inceleme ile redmi buds 4 lite aldım bu benim ilk kulaklığım farkettim ki benim kulak içim çok küçük bu sığmıyor düşüyor ve acıtıyor qcy t20 ile arasında kalmıştım karşılaştırdığınız videoda kulak içinde kalan kısım onda daha genişti o yüzden onunda olacağını düşünmüyorum hangi modeli tavsiye edersiniz silikonlular da hep düşüyordu benden ama o tavsiyeye de açığım belki onlar düşmez çok teşekkürler,1,2023-10-05T16:10:36Z,video bağımsız sizin inceleme red buds lite aldım ben ilk kulaklığım farkett ben kulak içim küçük sığmıyor düşüyor acıtıyor qcy arasında kalmıştım karşılaştırdığınız videoda kulak içinde kalan kısım onda genişti yüz onunda olacağını düşünmüyorum hangi modeli tavsiye eder silikonlu hep düşüyordu ben tavsiyeye açığım belki düşmez teşekkür,1.0,Olumlu,1
iPhone 15,YouTube,@erenkavukcu731,Ekranın 60hz olması dışında kusuru olmayan güzel bir cihaz.,32,2023-10-06T12:11:12Z,ekra olması dışında kusuru olmayan güzel cihaz,1.0,Olumlu,1
AirPods Pro,YouTube,@kiymazaslanekrem,Gayet başarılı bir inceleme olmuş emeğinize sağlık..,2,2020-01-26T00:07:10Z,gayet başarılı inceleme olmuş emeğinize sağlık,1.0,Olumlu,1
iPhone 15,Twitter (Simulated),@user_84023," Apple 50 bin liraya verdiği özellikleri benim SAMSUNGum 10 bin liraya fazlasıyla vermiş oluyor.
NEDEN AYNI ÖZELLİKLERE FAZLA GEREKSİZ PERA VEREYİM Kİ?",79,2025-10-27T06:10:37Z,apple bin liraya verdiği özellikleri ben samsungum bin liraya fazlasıyla vermiş oluyor neden ayni özelliklere fazla gereksiz pera verey,-1.0,Olumsuz,0
AirPods Pro,Instagram (Simulated),insta_user_6310,👏 Hocam selamlar inceleme gerçekten çok güzel elinize sağlık ben 2. Nesil airpoda kullanıyordum bab... #teknoloji,47,2020-04-14T13:20:18Z,hocam selam inceleme gerçekten güzel elinize sağlık nesil airpoda kullanıyordum bab teknoloji,1.0,Olumlu,1
AirPods Pro,YouTube,@hasantasdelen6866,Bende eski nesil şarj adaptörü var almayı düşünüyorum bu kulaklığı almayı ne yapabilirim hızlı şarjmı alıcam?,1,2020-01-25T22:36:36Z,bende eski nesil şarj adaptörü almayı düşünüyorum kulaklığı almayı yapabilir hızlı şarj alıcam,1.0,Olumlu,1
iPhone 15,YouTube,@mehmetenesalptekin4499,15 plus değil mi en pahalı 60 hz telefonu,5,2023-10-05T15:55:58Z,plus değil pahalı telefonu,-1.0,Olumsuz,0
iPhone 15,Twitter (Simulated),@user_13380, Hocam 13 pro mu 15 düz mü hangisini almamı tavsiye edersiniz,68,2025-07-27T20:03:02Z,hocam pro düz hangisini alma tavsiye eder,1.0,Olumlu,1
MacBook Air,Twitter (Simulated),@user_68425,"@TeknoMarket Sen MacBook a uyarsan ve yapamadıklarını görmezden gelirsen iyi, MacBook sana uysun esneklik sunsun diyorsan havanı alırsın. İPhone kamera kaydı yaparken ekran yansıtması yapsın istiyorum yok yapmam diyor:) MacBook almak yerine iPad ve klavye alın çok daha kullanışlı, Instagra...",40,2025-08-08T17:45:39Z,teknomarket macbook uyarsan yapamadıklarını görmez gelirsen iyi macbook uys esneklik suns diyorsan havanı alırsın iphone kamera kaydı yaparken ekran yansıtması yapsın istiyorum yapmam diyor macbook almak yerine ipad klavye alın kullanışlı instagra,1.0,Olumlu,1
Dyson Supurge,Instagram (Simulated),insta_user_5586,❤️ Aşırı iyi ve açıklayıcı gen 5 tanıtımı YouTube bunu başa tuttursun bence 👍 #inceleme,301,2025-04-28T10:25:18Z,aşırı iyi açıklayıcı gen tanıtı youtube bunu başa tutturs bence inceleme,1.0,Olumlu,1
iPhone 15,Twitter (Simulated),@user_74718, abi merhaba ben iphone 14 256 gb ve 15 128 gb arasında kaldım iphone 15 ön kamerasını kimse beğenmiyor 14de kronik sorun var diyorlar sence napmalıyım,47,2024-09-28T14:36:13Z,abi merhaba iphone arasında kaldım iphone kamerasını kimse beğenmiyor kronik sor diyor sence napmalıyım,-1.0,Olumsuz,0
iPhone 15,Twitter (Simulated),@user_90078,@ShiftDelete Selamlar efendim şimdi şarjı nasıl yapmalıyız acaba %5-10 civarında takıp %100 de çıkarsak ne gibi bir sorun olur ?,90,2024-01-31T18:13:36Z,shiftdelete selam efend şimdi şarjı nasıl yapmalıyız acaba civarında takıp çıkarsak sor olur,-1.0,Olumsuz,0
AirPods Pro,YouTube,@burakkarakaya3010,Bence bu zamana kadar yapılmış en güzel kulaklık herşeyiyle çok beğendim tavsiye ederim ses on numara başkaları kulaklık ürettik sanmasın inceleme zaten on numara olmuş tşkler😊,0,2020-02-16T17:30:04Z,bence zamana yapılmış güzel kulaklık herşeyiyle beğend tavsiye eder ses numara başkaları kulaklık ürettik sanmasın inceleme zaten numara olmuş tşk,1.0,Olumlu,1
Samsung S24,Instagram (Simulated),insta_user_8652,"😡 Abim video için teşekkür ederim sana birkaç sorum olacak 
S23 mu s24 mu almak mantıklı 5 10 k ver... #tech",12,2024-07-13T17:21:15Z,abim video teşekkür eder birkaç sorum olacak almak mantıklı ver tech,1.0,Olumlu,1
AirPods Pro,Instagram (Simulated),insta_user_3408,"❤️ Selam Alp Beyefendi, gerçekten sizi dinleyerek harika bilgiler edindim ve İpone11 Telefon almaya ... #tech",253,2020-01-26T15:11:03Z,selam alp beyefendi gerçekten sizi dinleyerek harika bilgi edind ipone telefon almaya tech,1.0,Olumlu,1
iPhone 15,Twitter (Simulated),@user_12060," Hocam geçen gün cihazı üst üste sıfırlarsak ürün adına bir sorun yaratır mı diye soru sormuştum, sorun olmaz demiştiniz ama aklıma şey takıldı ekranda hard reset veya sıfırlamada sorun olmaz değil mi? Sanki cihazın ekranı kasmaya başladı gibi de",9,2023-10-06T19:38:07Z,hocam geçen gün cihazı üst üste sıfırlarsak ürün adına sor yaratır soru sormuştum sor olmaz demiştiniz aklıma takıldı ekranda hard reset veya sıfırlamada sor olmaz değil sanki cihazın ekranı kasmaya başladı,-1.0,Olumsuz,0
AirPods Pro,Twitter (Simulated),@user_29729, Çok çok kaliteli.,55,2020-01-26T22:54:43Z,kaliteli,1.0,Olumlu,1
AirPods Pro,YouTube,@Berkayhuz,Kulaklık 10 numara kulaklık hiç düşünmeden alın derim ama tek ve en büyük eksiği kulağınızdan düşmesi her boyutunu denedim silikonlarının yine de kulağınızdan cok kolay şekilde düşebiliyor 1. nesil kullanmıstım onda hiç böyle bir sorun görmemiştim,1,2021-02-20T16:56:13Z,kulaklık numara kulaklık hiç düşünme alın der tek büyük eksiği kulağınız düşmesi her boyutunu dened silikonları kulağınız cok kolay şekilde düşebiliyor nesil kullanmıstım onda hiç sor görmemişt,-1.0,Olumsuz,0
Dyson Supurge,Twitter (Simulated),@user_74537, Bütçesi olan alabilir. Gerçekten çok iyi temizliyor. Evde kedi besleyenler için 4x4 lük. Her gün kullanıyorum. Motor güçlü ve biraz ağır. Kas yapmanız gerekebilir.😊,19,2024-05-15T20:11:45Z,bütçesi olan alabilir gerçekten iyi temizliyor evde kedi besleyen lük her gün kullanıyorum motor güçlü biraz ağır kas yapmanız gerekebilir,1.0,Olumlu,1
Samsung S24,YouTube,@emre-se8dy,Sana güveniyorum ve alıyorum teli kardeşim. Uzun zamandır izliyorum seni ve videoların başarılı,1,2025-01-23T21:44:06Z,güveniyorum alıyorum teli kardeş uzun zamandır izliyorum seni videoların başarılı,1.0,Olumlu,1
iPhone 15,YouTube,@orhan7199,"hocam ikisini zorlayacak teste sokacagın bi video olsa özellikle genshin impact oyununda kac fps alıyorlar minimum 30 dakikalık
diğer bir test öneriside antutu,geekbench 6,3Dmarkwildlife (Exteme stress test),GfxMetal bunlara ek olarak baslarda da cpu ya yüklenmek icin video render testleri yapsan süper olur sıcaklık ve süre ölçümleriyle birlikte cihazların performanslarını görürüz bu sayede senden ve bir ilk olur türkiyede umarım dikkate alır ve yaparsın benı sevindirirsin telefon alma arifesinde.",4,2024-04-08T12:00:43Z,hocam ikisini zorlayacak teste sokacagın video olsa özellikle genshin impact oyununda kac fps alıyor minimum dakikalık diğer test öneriside antutugeekbench dmarkwildlife exteme stress testgfxmetal bunlara olarak baslarda cpu yüklenmek icin video render testleri yapsan süper olur sıcaklık süre ölçümleriyle birlikte cihazların performanslarını görürüz sayede sen ilk olur türkiyede umarım dikkate alır yaparsın benı sevindirir telefon alma arifesinde,1.0,Olumlu,1
iPhone 15,YouTube,,Güzel bir inceleme olmuş bende 15 pro mpdelini tercih ettim ama dediğin gibi bariz alınacak bir fark yok,0,2023-10-07T15:50:24Z,güzel inceleme olmuş bende pro mpdelini tercih ett dediğin bariz alınacak fark,1.0,Olumlu,1
AirPods Pro,Instagram (Simulated),insta_user_3233,💸 Intro efsane⚡ #fiyatperformans,137,2020-01-25T16:03:33Z,intro efsane fiyatperformans,1.0,Olumlu,1
AirPods Pro,Instagram (Simulated),insta_user_3123,👏 Hocam selamlar inceleme gerçekten çok güzel elinize sağlık ben 2. Nesil airpoda kullanıyordum bab... #unboxing,473,2020-04-14T13:20:18Z,hocam selam inceleme gerçekten güzel elinize sağlık nesil airpoda kullanıyordum bab unboxing,1.0,Olumlu,1
MacBook Air,YouTube,@serkanydn,2026 yılında apple muhtemelen m5 ve m6 işlemcili macbookları tanıtacak.Şuan m4 almak mı yoksa bekleyip doğrudan m6 almak mı daha iyi olur,0,2025-08-20T10:42:17Z,yılında apple muhtemelen işlemcili macbookları tanıtacakşuan almak yoksa bekleyip doğru almak iyi olur,1.0,Olumlu,1
